age,education,familySize,typeOfHousing,houseOwnership,householdAnnualIncome,ageOfBuilding,freqOfMoving,ageOfCustomerAccountInDays,avgDailyUsage,lateFeePayments,AvgComplaintsRaised,AvgComplaintsResolved,modeOfPayment,typeOfPlanI,typeOfPlanII,Target
37,medium,Large,2BHK-Apt,Rented,High,>30yrs,1,1-2yrs,3.1798414409,2,4,3,DD,Variable,Variable,No
46,medium,Large,Mansion,Rented,Medium,20-30yrs,5,2-5yrs,0.9359644171,4,2,1,SD,Variable,Variable,No
52,High,Medium,2BHK-Apt,Owned,High,>30yrs,1,<1yr,2.4380797195,2,4,0,DD,Fixed,Fixed,No
51,medium,Small,2BHK-Apt,Rented,Medium,20-30yrs,3,>5yrs,4.8862748571,4,2,0,PPM,Variable,Variable,No
37,medium,Medium,3BHK-Apt,Rented,Medium,10-20yrs,9,<1yr,14.2235811152,0,10,8,DD,Variable,Variable,No
34,High,Large,Mansion,Owned,Medium,>30yrs,1,<1yr,1.1170945513,4,1,0,DD,Variable,Variable,No
41,medium,Large,5BHK-House,Owned,Low,20-30yrs,1,2-5yrs,1.3654071968,2,3,1,Others,Variable,Variable,No
29,High,Medium,1BHK-Apt,Rented,High,<10yrs,3,2-5yrs,3.0853470721,0,7,1,PPM,Fixed,Fixed,No
40,medium,Medium,1BHK-Apt,Owned,High,10-20yrs,1,>10yrs,5.3440497038,1,9,6,Others,Fixed,Fixed,No
39,low,Medium,5BHK-House,Owned,Low,>30yrs,4,>5yrs,2.8973425857,0,7,1,SD,Fixed,Fixed,No
32,low,Small,2BHK-Apt,Owned,High,20-30yrs,4,>5yrs,3.3077844681,2,3,2,Others,Variable,Variable,No
33,High,Small,Mansion,Rented,Medium,10-20yrs,2,2-5yrs,9.1889993499,0,6,5,Others,Variable,Variable,No
37,High,Large,5BHK-House,Rented,High,20-30yrs,9,2-5yrs,0.9468454364,1,3,2,DD,Variable,Variable,No
34,High,Small,3BHK-Apt,Owned,High,>30yrs,1,1-2yrs,2.3684898477,0,10,9,Others,Variable,Variable,No
31,low,Medium,3BHK-Apt,Rented,Low,<10yrs,4,1-2yrs,6.4229411915,2,9,0,PPM,Fixed,Fixed,Yes
34,low,Medium,2BHK-Apt,Rented,Medium,>30yrs,6,<1yr,3.4751718986,4,4,0,SD,Variable,Variable,No
39,High,Large,2BHK-Apt,Rented,Low,20-30yrs,3,>10yrs,9.8726644327,0,9,4,Others,Fixed,Fixed,No
43,medium,Medium,3BHK-Apt,Rented,Medium,20-30yrs,3,1-2yrs,4.623553239,1,1,0,SD,Variable,Variable,No
34,medium,Medium,5BHK-House,Rented,High,20-30yrs,7,1-2yrs,2.5144051954,0,3,2,PPM,Variable,Variable,Yes
41,medium,Large,3BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,1.3430406487,2,3,2,Others,Variable,Variable,No
36,medium,Small,2BHK-Apt,Rented,Medium,>30yrs,1,>5yrs,3.7597512036,1,1,0,DD,Variable,Variable,No
26,medium,Large,2BHK-Apt,Owned,High,20-30yrs,7,2-5yrs,4.5227050584,1,7,0,DD,Fixed,Fixed,No
38,medium,Large,2BHK-Apt,Rented,High,>30yrs,5,1-2yrs,3.643470757,0,5,2,PPM,Fixed,Fixed,No
35,low,Small,5BHK-House,Owned,Low,>30yrs,6,2-5yrs,2.5288603999,0,7,3,SD,Fixed,Fixed,Yes
28,medium,Large,5BHK-House,Owned,Medium,10-20yrs,3,1-2yrs,1.8689600296,0,1,0,Others,Variable,Variable,No
39,low,Medium,2BHK-Apt,Owned,Medium,>30yrs,2,1-2yrs,0.7500806845,1,1,0,Others,Variable,Variable,No
42,low,Medium,3BHK-Apt,Rented,Low,20-30yrs,8,2-5yrs,2.4726701952,3,10,2,SD,Fixed,Fixed,No
22,medium,Medium,1BHK-Apt,Owned,Low,>30yrs,9,2-5yrs,2.4593076322,1,1,0,Others,Variable,Variable,No
44,medium,Small,1BHK-Apt,Rented,Low,10-20yrs,2,1-2yrs,6.5798068799,1,0,0,PPM,Fixed,Fixed,No
57,medium,Large,2BHK-Apt,Rented,Low,<10yrs,2,1-2yrs,16.4324982798,4,3,1,DD,Fixed,Fixed,No
36,medium,Medium,1BHK-Apt,Rented,Medium,20-30yrs,3,1-2yrs,8.733199487,3,5,1,PPM,Fixed,Fixed,No
39,High,Medium,3BHK-Apt,Rented,Medium,20-30yrs,4,1-2yrs,0.429769676,0,0,0,SD,Fixed,Fixed,No
43,low,Large,Mansion,Owned,Medium,20-30yrs,6,1-2yrs,5.7089616239,2,4,2,SD,Variable,Variable,No
43,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,1,<1yr,6.8538589433,3,5,4,DD,Variable,Variable,No
30,medium,Medium,1BHK-Apt,Owned,Low,10-20yrs,2,<1yr,2.6981388564,4,8,7,PPM,Fixed,Fixed,No
54,low,Large,3BHK-Apt,Rented,Low,<10yrs,3,<1yr,8.7722993841,1,6,0,Others,Fixed,Fixed,Yes
30,medium,Medium,2BHK-Apt,Rented,Medium,>30yrs,1,1-2yrs,3.6565201203,0,7,0,PPM,Fixed,Fixed,No
32,medium,Large,5BHK-House,Rented,Medium,>30yrs,1,<1yr,2.929811643,1,5,2,Others,Fixed,Fixed,No
43,low,Large,5BHK-House,Rented,High,>30yrs,2,1-2yrs,3.897609085,3,6,5,DD,Fixed,Fixed,No
56,low,Medium,1BHK-Apt,Rented,Medium,20-30yrs,1,2-5yrs,2.1705116536,1,6,0,SD,Variable,Variable,No
34,medium,Medium,Mansion,Owned,Low,10-20yrs,7,<1yr,5.7057137058,0,9,0,PPM,Fixed,Fixed,No
39,medium,Medium,3BHK-Apt,Owned,Low,20-30yrs,4,2-5yrs,0.6681211854,4,1,0,PPM,Fixed,Fixed,No
48,medium,Large,5BHK-House,Owned,Low,20-30yrs,7,2-5yrs,10.0916811844,1,8,2,SD,Fixed,Fixed,No
38,low,Medium,5BHK-House,Rented,High,20-30yrs,4,>5yrs,2.8144642599,1,5,4,SD,Fixed,Fixed,Yes
40,low,Small,1BHK-Apt,Rented,Medium,10-20yrs,2,2-5yrs,1.1468315757,3,9,5,SD,Variable,Variable,Yes
40,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,4,2-5yrs,0.8122316551,1,3,2,Others,Variable,Variable,No
46,medium,Medium,3BHK-Apt,Owned,Low,<10yrs,4,2-5yrs,1.9005046573,0,10,2,PPM,Variable,Variable,No
39,High,Small,1BHK-Apt,Rented,Medium,10-20yrs,6,1-2yrs,1.6898453507,1,10,3,DD,Variable,Variable,No
39,medium,Medium,Mansion,Rented,Medium,20-30yrs,2,1-2yrs,1.5597390931,2,8,5,SD,Fixed,Fixed,No
27,low,Medium,2BHK-Apt,Owned,Medium,>30yrs,6,1-2yrs,2.9991572214,3,1,0,DD,Fixed,Fixed,Yes
35,medium,Medium,2BHK-Apt,Rented,Low,20-30yrs,1,<1yr,5.1398521944,3,6,0,PPM,Variable,Variable,No
45,low,Medium,3BHK-Apt,Rented,Medium,10-20yrs,1,2-5yrs,3.1941769611,3,1,0,Others,Variable,Variable,No
31,medium,Large,2BHK-Apt,Owned,Low,20-30yrs,6,2-5yrs,0.8907676099,0,4,1,PPM,Variable,Variable,No
35,medium,Medium,2BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,10.7834266623,4,5,4,Others,Fixed,Fixed,No
50,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,1-2yrs,1.772623398,3,8,4,Others,Variable,Variable,No
44,medium,Large,2BHK-Apt,Owned,High,10-20yrs,2,2-5yrs,8.6406788673,0,7,5,PPM,Variable,Variable,No
47,medium,Small,1BHK-Apt,Rented,High,20-30yrs,1,>10yrs,2.6323819272,1,6,4,Others,Variable,Variable,No
32,medium,Medium,3BHK-Apt,Owned,High,20-30yrs,6,2-5yrs,4.5416290544,3,10,5,SD,Variable,Variable,No
24,medium,Medium,5BHK-House,Owned,Low,20-30yrs,1,1-2yrs,3.1648201175,3,10,5,DD,Fixed,Fixed,No
37,low,Medium,Mansion,Rented,Medium,<10yrs,2,2-5yrs,0.5629395882,2,9,2,PPM,Variable,Variable,Yes
44,High,Small,1BHK-Apt,Rented,High,10-20yrs,1,>10yrs,1.2790206753,1,2,1,SD,Variable,Variable,Yes
30,low,Large,2BHK-Apt,Owned,Low,20-30yrs,3,2-5yrs,1.5180720593,3,4,1,Others,Variable,Variable,No
43,High,Medium,Mansion,Rented,Low,20-30yrs,5,<1yr,1.979740791,1,6,4,DD,Fixed,Fixed,No
50,medium,Medium,5BHK-House,Owned,Low,10-20yrs,2,2-5yrs,0.7078116456,1,7,6,SD,Variable,Variable,No
47,low,Medium,3BHK-Apt,Rented,Medium,20-30yrs,3,1-2yrs,1.1837411118,4,5,2,SD,Fixed,Fixed,No
39,High,Medium,1BHK-Apt,Rented,Medium,10-20yrs,3,<1yr,5.6396579932,0,2,0,PPM,Variable,Variable,Yes
31,medium,Medium,Mansion,Owned,Medium,>30yrs,1,2-5yrs,5.1669535507,0,9,2,PPM,Variable,Variable,No
28,medium,Medium,Mansion,Owned,Medium,10-20yrs,5,>10yrs,4.9025812542,0,10,7,PPM,Variable,Variable,No
44,medium,Medium,Mansion,Rented,High,>30yrs,7,2-5yrs,3.3786198512,2,4,3,PPM,Fixed,Fixed,No
41,low,Small,2BHK-Apt,Owned,High,20-30yrs,3,2-5yrs,1.1601456256,0,1,0,Others,Fixed,Fixed,No
28,low,Small,3BHK-Apt,Rented,Low,10-20yrs,4,2-5yrs,3.5748325663,4,9,6,SD,Fixed,Fixed,Yes
36,medium,Large,3BHK-Apt,Owned,High,20-30yrs,8,2-5yrs,3.9851747219,0,7,6,PPM,Variable,Variable,No
37,medium,Medium,2BHK-Apt,Owned,Low,10-20yrs,5,>10yrs,13.5385097929,4,6,2,DD,Fixed,Fixed,Yes
42,low,Small,2BHK-Apt,Owned,High,20-30yrs,3,<1yr,2.1985664473,3,9,3,DD,Variable,Variable,Yes
46,High,Medium,3BHK-Apt,Owned,Low,>30yrs,3,>10yrs,4.8630249739,0,8,6,PPM,Fixed,Fixed,No
29,High,Medium,3BHK-Apt,Rented,Medium,<10yrs,6,1-2yrs,1.4411459509,0,5,1,PPM,Fixed,Fixed,No
40,medium,Medium,5BHK-House,Owned,High,10-20yrs,1,2-5yrs,4.4687489372,3,10,2,PPM,Variable,Variable,No
42,low,Small,Mansion,Rented,High,10-20yrs,5,1-2yrs,1.1096543841,3,5,0,Others,Variable,Variable,No
41,medium,Small,2BHK-Apt,Owned,High,20-30yrs,2,>10yrs,5.1714999561,1,4,3,Others,Fixed,Fixed,No
38,medium,Small,3BHK-Apt,Rented,Medium,10-20yrs,9,2-5yrs,1.6115140103,0,9,8,Others,Variable,Variable,No
41,low,Medium,5BHK-House,Rented,Low,10-20yrs,6,2-5yrs,3.3542885033,0,9,6,SD,Fixed,Fixed,No
37,low,Large,3BHK-Apt,Owned,Medium,>30yrs,2,1-2yrs,0.0967463619,0,1,0,Others,Fixed,Fixed,No
42,medium,Large,1BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,10.6979584966,0,3,2,DD,Fixed,Fixed,Yes
32,medium,Medium,3BHK-Apt,Owned,High,<10yrs,3,1-2yrs,2.7899011691,1,7,5,PPM,Fixed,Fixed,No
48,medium,Medium,2BHK-Apt,Owned,Low,<10yrs,5,>10yrs,1.3288582901,3,3,1,SD,Variable,Variable,No
32,medium,Small,2BHK-Apt,Owned,High,>30yrs,2,1-2yrs,3.8491651214,4,5,3,SD,Variable,Variable,Yes
37,medium,Large,1BHK-Apt,Rented,Medium,20-30yrs,1,2-5yrs,2.9998597266,1,1,0,DD,Variable,Variable,No
24,low,Small,5BHK-House,Owned,High,>30yrs,1,1-2yrs,2.5675930496,4,8,6,PPM,Fixed,Fixed,No
23,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,3,2-5yrs,6.116768608,1,6,4,DD,Fixed,Fixed,No
33,High,Medium,Mansion,Owned,Low,10-20yrs,3,2-5yrs,7.0594609366,3,2,0,Others,Variable,Variable,Yes
40,High,Medium,5BHK-House,Owned,High,20-30yrs,6,2-5yrs,5.9166328747,1,10,9,Others,Fixed,Fixed,Yes
52,High,Large,3BHK-Apt,Rented,Medium,10-20yrs,5,1-2yrs,10.2190017543,2,8,6,DD,Fixed,Fixed,No
36,low,Small,3BHK-Apt,Rented,Low,20-30yrs,6,<1yr,1.0070358159,4,0,0,PPM,Fixed,Fixed,No
42,low,Small,2BHK-Apt,Owned,Low,20-30yrs,2,<1yr,2.5639446663,1,2,1,DD,Fixed,Fixed,No
27,medium,Medium,3BHK-Apt,Owned,High,10-20yrs,1,2-5yrs,4.5420485222,0,8,3,Others,Fixed,Fixed,No
24,medium,Medium,1BHK-Apt,Rented,Low,<10yrs,4,2-5yrs,5.5707912609,1,7,2,Others,Variable,Variable,No
44,medium,Small,3BHK-Apt,Rented,Medium,20-30yrs,2,1-2yrs,3.5323953233,3,5,1,PPM,Variable,Variable,No
42,medium,Small,3BHK-Apt,Owned,Low,10-20yrs,3,2-5yrs,5.9853123628,1,8,5,PPM,Variable,Variable,Yes
40,low,Large,2BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,5.3482258934,0,2,0,PPM,Fixed,Fixed,Yes
38,low,Medium,Mansion,Owned,High,10-20yrs,3,2-5yrs,1.7061365822,1,3,2,PPM,Fixed,Fixed,No
42,low,Medium,2BHK-Apt,Rented,Medium,10-20yrs,3,1-2yrs,7.7415412816,0,2,0,Others,Fixed,Fixed,No
30,low,Small,2BHK-Apt,Rented,Low,<10yrs,7,1-2yrs,3.7373157996,0,8,2,Others,Fixed,Fixed,No
34,High,Medium,1BHK-Apt,Rented,High,20-30yrs,5,<1yr,8.5681055048,4,6,1,Others,Variable,Variable,No
42,High,Medium,1BHK-Apt,Owned,High,20-30yrs,6,2-5yrs,3.8011364457,0,9,6,SD,Variable,Variable,No
46,low,Medium,5BHK-House,Owned,Medium,20-30yrs,6,1-2yrs,0.5906290006,0,10,9,DD,Variable,Variable,Yes
46,low,Large,5BHK-House,Rented,Medium,10-20yrs,5,2-5yrs,5.9957526167,2,6,5,DD,Variable,Variable,Yes
29,low,Large,3BHK-Apt,Rented,Medium,20-30yrs,1,1-2yrs,4.1768122149,0,8,0,PPM,Fixed,Fixed,No
34,low,Small,3BHK-Apt,Owned,High,<10yrs,5,2-5yrs,11.4836190291,3,3,2,PPM,Variable,Variable,No
25,High,Large,1BHK-Apt,Owned,Medium,10-20yrs,6,1-2yrs,7.9671314935,0,8,3,Others,Variable,Variable,No
42,High,Small,Mansion,Owned,Medium,10-20yrs,2,2-5yrs,2.0294799414,2,7,2,DD,Variable,Variable,Yes
46,medium,Large,5BHK-House,Rented,Medium,>30yrs,6,2-5yrs,4.0420030837,2,4,1,PPM,Fixed,Fixed,No
49,High,Medium,3BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,0.4284064226,0,3,0,PPM,Fixed,Fixed,Yes
47,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,3,1-2yrs,1.9915709067,1,4,2,Others,Variable,Variable,No
46,low,Medium,3BHK-Apt,Owned,Low,<10yrs,1,1-2yrs,13.2371050884,1,8,2,PPM,Variable,Variable,No
39,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,8,1-2yrs,10.8526267535,2,8,2,PPM,Fixed,Fixed,No
34,High,Small,1BHK-Apt,Rented,Medium,10-20yrs,8,1-2yrs,4.4960181909,1,0,1,DD,Fixed,Fixed,No
44,High,Small,3BHK-Apt,Owned,Medium,10-20yrs,3,1-2yrs,6.3075193215,0,3,1,Others,Fixed,Fixed,No
34,High,Medium,Mansion,Owned,Low,20-30yrs,7,2-5yrs,10.8374231627,0,10,8,PPM,Fixed,Fixed,No
29,medium,Small,Mansion,Owned,High,10-20yrs,7,>5yrs,2.5889207067,3,10,9,PPM,Variable,Variable,Yes
43,medium,Medium,5BHK-House,Owned,Medium,20-30yrs,1,<1yr,2.4593127316,1,5,1,PPM,Fixed,Fixed,Yes
46,High,Small,5BHK-House,Owned,Low,20-30yrs,7,<1yr,2.4604161582,3,10,1,SD,Fixed,Fixed,Yes
36,High,Medium,2BHK-Apt,Rented,Medium,10-20yrs,4,1-2yrs,6.1426301691,4,5,0,SD,Variable,Variable,No
35,High,Large,5BHK-House,Owned,Medium,<10yrs,1,<1yr,7.7919229081,1,8,5,SD,Variable,Variable,No
53,medium,Large,2BHK-Apt,Rented,High,20-30yrs,1,2-5yrs,1.0929496023,2,0,1,Others,Variable,Variable,No
41,medium,Small,3BHK-Apt,Owned,Low,20-30yrs,2,1-2yrs,2.9226867243,1,1,0,Others,Variable,Variable,Yes
32,High,Small,1BHK-Apt,Owned,Medium,20-30yrs,2,1-2yrs,1.4802145642,2,6,0,Others,Variable,Variable,No
33,medium,Large,5BHK-House,Owned,Medium,10-20yrs,5,2-5yrs,5.1108947726,0,0,0,SD,Variable,Variable,No
39,High,Small,3BHK-Apt,Rented,Low,10-20yrs,1,>5yrs,8.3571109691,0,6,5,PPM,Variable,Variable,No
42,medium,Medium,2BHK-Apt,Rented,High,20-30yrs,4,2-5yrs,10.0221520978,2,0,1,SD,Fixed,Fixed,No
42,High,Small,5BHK-House,Owned,Low,<10yrs,6,2-5yrs,12.8476115348,4,6,4,DD,Fixed,Fixed,No
27,low,Medium,3BHK-Apt,Rented,Low,10-20yrs,4,1-2yrs,2.5565998075,1,7,5,DD,Variable,Variable,No
40,medium,Large,2BHK-Apt,Owned,Low,>30yrs,3,2-5yrs,1.8665550958,1,5,3,PPM,Variable,Variable,No
31,medium,Large,3BHK-Apt,Owned,Low,>30yrs,4,>10yrs,11.640195178,4,6,5,Others,Fixed,Fixed,No
25,low,Small,2BHK-Apt,Owned,Low,>30yrs,5,2-5yrs,1.8529368954,1,7,4,Others,Fixed,Fixed,No
59,medium,Medium,3BHK-Apt,Owned,Low,10-20yrs,7,1-2yrs,2.3444235161,3,9,5,DD,Fixed,Fixed,No
35,medium,Small,2BHK-Apt,Owned,Medium,20-30yrs,1,2-5yrs,1.3359943058,2,3,0,SD,Variable,Variable,No
37,low,Medium,2BHK-Apt,Rented,Low,10-20yrs,6,2-5yrs,1.7405616823,1,9,1,Others,Variable,Variable,No
47,medium,Large,3BHK-Apt,Owned,Medium,10-20yrs,5,1-2yrs,1.2009108255,1,2,1,SD,Variable,Variable,No
49,High,Medium,2BHK-Apt,Rented,High,20-30yrs,5,2-5yrs,1.4595006235,1,9,6,PPM,Variable,Variable,No
34,medium,Medium,Mansion,Rented,High,20-30yrs,7,2-5yrs,1.3347984518,1,6,3,SD,Fixed,Fixed,No
43,medium,Small,2BHK-Apt,Owned,High,20-30yrs,4,2-5yrs,4.4626316379,1,8,6,Others,Fixed,Fixed,No
29,low,Small,2BHK-Apt,Owned,Medium,20-30yrs,6,2-5yrs,3.4105133918,0,1,0,SD,Variable,Variable,No
40,low,Large,2BHK-Apt,Owned,Medium,>30yrs,5,2-5yrs,4.1803912539,0,10,0,DD,Fixed,Fixed,No
47,low,Medium,2BHK-Apt,Rented,Low,10-20yrs,3,2-5yrs,6.6248660107,3,2,0,PPM,Variable,Variable,No
37,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,3,1-2yrs,6.6548964422,0,8,2,Others,Variable,Variable,No
39,High,Small,1BHK-Apt,Owned,High,10-20yrs,3,1-2yrs,11.7639792593,0,0,0,PPM,Variable,Variable,No
56,low,Small,3BHK-Apt,Owned,Medium,<10yrs,5,1-2yrs,13.0263786106,0,3,1,SD,Variable,Variable,No
41,medium,Small,2BHK-Apt,Rented,Medium,10-20yrs,2,1-2yrs,3.6999048166,0,3,1,Others,Variable,Variable,No
46,low,Large,1BHK-Apt,Owned,High,20-30yrs,1,1-2yrs,5.1760347461,0,3,2,DD,Variable,Variable,No
38,High,Medium,3BHK-Apt,Rented,Medium,<10yrs,5,2-5yrs,2.9707545673,0,6,4,SD,Variable,Variable,No
50,low,Medium,3BHK-Apt,Rented,Medium,10-20yrs,2,1-2yrs,2.0105240397,4,2,1,PPM,Fixed,Fixed,Yes
39,medium,Large,Mansion,Rented,High,<10yrs,2,2-5yrs,4.3739333966,1,6,1,DD,Fixed,Fixed,No
40,low,Medium,2BHK-Apt,Rented,Medium,20-30yrs,2,2-5yrs,4.0114727176,0,10,7,DD,Fixed,Fixed,No
52,medium,Medium,1BHK-Apt,Rented,Low,<10yrs,2,1-2yrs,7.0106001525,4,10,2,Others,Fixed,Fixed,No
35,low,Small,2BHK-Apt,Owned,Medium,10-20yrs,1,2-5yrs,4.7253508335,1,6,3,SD,Fixed,Fixed,No
31,low,Small,2BHK-Apt,Rented,Medium,10-20yrs,3,2-5yrs,12.6745259209,1,1,0,DD,Variable,Variable,No
30,medium,Medium,2BHK-Apt,Owned,Medium,<10yrs,1,<1yr,9.6085153602,0,4,3,DD,Variable,Variable,Yes
42,High,Small,2BHK-Apt,Owned,Low,20-30yrs,2,2-5yrs,6.0789881422,1,8,3,DD,Variable,Variable,No
37,low,Medium,3BHK-Apt,Owned,Medium,20-30yrs,5,>5yrs,8.198023812,2,8,3,Others,Variable,Variable,No
39,medium,Small,5BHK-House,Owned,High,10-20yrs,7,1-2yrs,1.151851217,1,3,0,SD,Fixed,Fixed,No
50,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,2,1-2yrs,0.6753676988,0,4,1,PPM,Fixed,Fixed,No
31,High,Small,1BHK-Apt,Owned,Medium,10-20yrs,8,<1yr,4.0378475921,0,3,0,DD,Fixed,Fixed,No
31,High,Medium,2BHK-Apt,Rented,Low,<10yrs,3,1-2yrs,2.5381682061,3,0,1,DD,Variable,Variable,No
45,medium,Large,3BHK-Apt,Owned,Medium,>30yrs,1,>5yrs,4.6930259392,0,0,0,PPM,Fixed,Fixed,No
40,low,Large,Mansion,Owned,Low,10-20yrs,1,>10yrs,0.5278009116,1,10,8,PPM,Fixed,Fixed,No
35,High,Small,5BHK-House,Rented,High,20-30yrs,5,>10yrs,17.0479086285,2,7,2,Others,Variable,Variable,No
43,medium,Small,5BHK-House,Rented,Medium,20-30yrs,4,1-2yrs,3.6106197574,0,1,0,DD,Fixed,Fixed,No
26,low,Large,5BHK-House,Rented,High,>30yrs,1,2-5yrs,2.5584511967,1,1,0,SD,Fixed,Fixed,No
35,low,Medium,3BHK-Apt,Owned,Medium,20-30yrs,8,<1yr,11.8807228731,4,3,2,Others,Fixed,Fixed,No
40,medium,Medium,2BHK-Apt,Owned,Medium,20-30yrs,7,2-5yrs,7.9631284352,4,8,0,DD,Fixed,Fixed,No
40,medium,Small,1BHK-Apt,Rented,Low,10-20yrs,5,2-5yrs,7.8884951626,4,1,0,SD,Fixed,Fixed,No
42,medium,Small,5BHK-House,Owned,High,20-30yrs,1,1-2yrs,11.7726417082,3,1,0,DD,Fixed,Fixed,No
41,low,Large,1BHK-Apt,Owned,High,10-20yrs,2,<1yr,5.0788933689,4,5,4,SD,Variable,Variable,No
47,medium,Medium,2BHK-Apt,Rented,High,20-30yrs,6,2-5yrs,4.7798010701,0,10,9,SD,Variable,Variable,No
41,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,2,2-5yrs,1.1329523996,1,8,6,PPM,Variable,Variable,No
34,low,Medium,3BHK-Apt,Owned,Medium,20-30yrs,2,>5yrs,3.4219193715,0,2,1,SD,Variable,Variable,No
53,low,Large,2BHK-Apt,Owned,Medium,20-30yrs,2,>5yrs,12.648025749,3,9,2,PPM,Variable,Variable,Yes
47,medium,Medium,2BHK-Apt,Rented,Low,10-20yrs,2,>5yrs,13.2435135165,1,8,3,PPM,Variable,Variable,No
37,medium,Small,1BHK-Apt,Rented,Medium,20-30yrs,4,1-2yrs,5.7678367048,3,6,4,PPM,Fixed,Fixed,Yes
62,High,Small,3BHK-Apt,Owned,Medium,20-30yrs,3,>10yrs,6.2339408785,4,8,5,DD,Variable,Variable,No
29,low,Small,2BHK-Apt,Owned,Low,>30yrs,5,1-2yrs,7.8091823118,3,10,5,Others,Fixed,Fixed,No
50,High,Large,2BHK-Apt,Rented,Low,>30yrs,1,1-2yrs,5.680074692,1,6,1,DD,Variable,Variable,No
35,High,Medium,Mansion,Owned,High,<10yrs,3,2-5yrs,3.3424866038,2,6,3,DD,Fixed,Fixed,No
42,low,Medium,2BHK-Apt,Owned,Medium,20-30yrs,1,1-2yrs,3.7079317873,4,8,2,Others,Fixed,Fixed,No
39,medium,Medium,2BHK-Apt,Owned,Medium,>30yrs,8,2-5yrs,3.4258909522,1,6,5,SD,Variable,Variable,No
37,medium,Medium,Mansion,Rented,Medium,20-30yrs,4,2-5yrs,9.065941777,1,2,1,SD,Variable,Variable,No
43,medium,Medium,2BHK-Apt,Owned,Low,20-30yrs,1,>10yrs,2.3166397152,3,3,0,PPM,Variable,Variable,No
42,medium,Large,Mansion,Owned,Medium,10-20yrs,2,>5yrs,1.0860275087,0,1,0,SD,Fixed,Fixed,No
45,low,Medium,Mansion,Owned,Medium,10-20yrs,6,>5yrs,1.7166326868,1,5,1,Others,Fixed,Fixed,No
44,low,Large,3BHK-Apt,Owned,Medium,10-20yrs,3,2-5yrs,1.2500857925,3,6,0,DD,Fixed,Fixed,No
34,medium,Medium,3BHK-Apt,Owned,Low,<10yrs,1,>5yrs,1.8516951988,1,9,4,PPM,Fixed,Fixed,Yes
26,medium,Small,2BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,1.5470159911,1,7,1,PPM,Fixed,Fixed,No
37,High,Small,Mansion,Rented,High,20-30yrs,1,2-5yrs,6.4713117291,1,3,0,SD,Fixed,Fixed,No
41,High,Large,2BHK-Apt,Owned,High,20-30yrs,5,2-5yrs,0.4440623483,1,8,3,SD,Variable,Variable,Yes
38,medium,Large,2BHK-Apt,Rented,Medium,10-20yrs,6,2-5yrs,3.0169555023,3,9,5,PPM,Variable,Variable,Yes
49,low,Small,3BHK-Apt,Owned,Medium,20-30yrs,5,<1yr,3.9806035508,0,4,3,PPM,Variable,Variable,No
37,low,Medium,2BHK-Apt,Owned,High,10-20yrs,2,1-2yrs,4.8286119767,3,3,1,Others,Fixed,Fixed,No
46,low,Medium,2BHK-Apt,Owned,High,10-20yrs,2,>10yrs,2.3500515093,1,6,2,DD,Variable,Variable,No
36,medium,Small,2BHK-Apt,Rented,High,10-20yrs,2,>10yrs,7.2518391358,0,7,6,PPM,Variable,Variable,No
52,High,Small,2BHK-Apt,Owned,High,20-30yrs,7,>5yrs,2.7554442916,0,6,3,Others,Variable,Variable,No
52,low,Small,Mansion,Rented,High,20-30yrs,3,1-2yrs,6.1755310468,0,4,1,Others,Fixed,Fixed,Yes
32,High,Medium,2BHK-Apt,Rented,Low,10-20yrs,3,>5yrs,0.8940776788,3,10,0,Others,Variable,Variable,No
43,medium,Small,1BHK-Apt,Owned,Medium,10-20yrs,2,1-2yrs,0.6419693008,0,10,1,DD,Variable,Variable,No
40,medium,Small,2BHK-Apt,Owned,Low,10-20yrs,1,1-2yrs,11.2143882465,1,3,0,DD,Variable,Variable,No
51,low,Medium,3BHK-Apt,Owned,High,>30yrs,5,2-5yrs,7.5196380713,1,3,0,Others,Variable,Variable,No
40,medium,Medium,2BHK-Apt,Owned,Medium,20-30yrs,3,<1yr,4.2581759436,3,5,4,Others,Fixed,Fixed,No
43,High,Small,1BHK-Apt,Owned,Medium,10-20yrs,3,>5yrs,2.2561425952,0,7,1,SD,Variable,Variable,No
30,low,Medium,3BHK-Apt,Rented,Low,<10yrs,9,2-5yrs,4.1818613738,0,9,2,DD,Fixed,Fixed,No
37,medium,Small,2BHK-Apt,Rented,Low,10-20yrs,5,1-2yrs,16.6697206604,1,4,1,DD,Fixed,Fixed,Yes
